pos,word
n,deľba
n,delenie
n,členok
n,spojenec
n,spolupracovník
n,členstvo
n,Clinton
n,čln
n,clo
n,clona
n,prepážka
n,človek
n,každý
n,kto
n,človekohodina
n,Clyde
n,čmáranina
n,škrabanica
n,čmáranica
n,čarbanica
n,škrabopis
n,cnosť
n,čnosť
n,Coahuila
n,Cocos
n,Cocytus
n,Coffea
n,čokoláda
n,Colima
n,colnica
n,Colon
n,Aspinwall
n,Colony
n,Colorado
n,CO
n,Columbia
n,Kolumbia
n,Commelinidae
n,Compositae
n,Asteraceae
n,Congo
n,Kongo
n,Coniferales
n,Coniferopsida
n,Coniferophytina
n,Coniferophyta
n,Connecticut
n,CT
n,Coosa
n,Córdoba
n,corgoň
n,nevychovanec
n,Corylus
n,Corypha
n,Kostarika
n,country
n,western
n,črep
n,črepina
n,úlomok
n,zlomok
n,trieska
n,črevo
n,vnútornosti
n,crossing-over
n,Croton
n,čudnosť
n,cudzosť
n,počestnosť
n,cudzinec
n,zahraničnosť
n,cukor
n,Culiacan
n,Cumberland
n,Cumbria
n,cup
n,Cupressaceae
n,Cupressus
n,Curacao
n,cvičenie
n,výcvik
n,školenie
n,cyklistika
n,bicyklovanie
n,cyklón
n,cyklus
n,perióda
n,cylinder
n,pinč
n,Cypriniformes
n,cyprus
n,Cyprus
n,cysta
n,mechúrik
n,cytokinéza
n,cytológia
n,cytozín
n,Dakota
n,dalekohľad
n,triéder
n,ďalekohľad
n,teleskop
n,ďalekopis
n,Dallas
n,dáma
n,pani
n,damping
n,dumping
n,Daniel
n,daňovník
n,+daň
n,poplatok
n,dávka
n,odvod
n,+taxa
n,dar
n,darca
n,donátor
n,Dardanely
n,darček
n,Darling
n,DARPA
n,databáza
n,dáta
n,informácie
n,údaje
n,faktá
n,fakty
n,datovanie
n,dátum
n,deň
n,Davenport
n,dávkovanie
n,kvantovanie
n,dav
n,tlačenica
n,zástup
n,zhluk
n,skupina
n,hromada
n,dáždnik
n,dážď
n,zrážky
n,dcéra
n,D
n,d
n,déčko
n,DEA
n,december
n,decentralizácia
n,celtovina
n,plachta
n,deciliter
n,dl
n,decimeter
n,dm
n,decimovanie
n,kynoženie
n,decko
n,dedič
n,dedičstvo
n,pozostalosť
n,dedina
n,obec
n,dedinčan
n,dedinka
n,osada
n,usadlosť
n,defekt
n,kaz
n,trhlina
n,defenzíva
n,obrana
n,ochrana
n,deficit
n,definícia
n,deflácia
n,deflektor
n,odchyľovač
n,vychyľovač
n,degenerácia
n,dekadencia
n,úpadok
n,degradácia
n,zníženie
n,dej
n,dejiny
n,história
n,dejisko
n,scéna
n,príbeh
n,dejstvo
n,dekagram
n,deko
n,dkg
n,dekaliter
n,dal
n,dekameter
n,dekan
n,deklarácia
n,vyhlásenie
n,oznámenie
n,dekontaminácia
n,odmorenie
n,dekorácia
n,ornament
n,výzdoba
n,ozdobovanie
n,dekrét
n,edikt
n,nariadenie
n,ustanovenie
n,rozhodnutie
n,Delaware
n,DE
n,delegát
n,delenec
n,rozdeľovanie
n,segmentovanie
n,delfín
n,delfínovité
n,Delphinidae
n,delo
n,kanón
n,delostreľba
n,kanonáda
n,delostrelectvo
n,delta
n,demencia
n,šialenstvo
n,Demerara
n,demižón
n,demodulátor
n,Demogorgon
n,demokracia
n,demokrat
n,demolácia
n,demonštrácia
n,manifestácia
n,predvedenie
n,ukážka
n,demonštrant
n,Deň
n,denník
n,diár
n,denominácia
n,denudácia
n,obnaženie
n,obnažovanie
n,odhalenie
n,ochudobnenie
n,odizolovanie
n,odlupovanie
n,odstraňovanie
n,lúpanie
n,DNA
n,depozit
n,depozitum
n,úschova
n,výpožička
n,depresia
n,skleslosť
n,melanchólia
n,deregulácia
n,deringer
n,Dermoptera
n,desatina
n,desaťnožce
n,Decapoda
n,desaťnožec
n,desaťročie
n,dekáda
n,des
n,hrôza
n,desiatka
n,desať
n,dešifrovanie
n,kryptoanalýza
n,detail
n,položka
n,+poznámka
n,detekcia
n,snímanie
n,zistenie
n,detektív
n,vyšetrovateľ
n,detektor
n,determinant
n,Detroit
n,detstvo
n,dezert
n,deziderátum
n,požiadavka
n,diabol
n,démon
n,diagnóza
n,diagnostikovanie
n,stanovenie
n,nález
n,diakinéza
n,diaľnica
n,dialóg
n,dialógy
n,repliky
n,diamant
n,Dianthus
n,diapsid
n,Dicotyledonae
n,Magnoliopsida
n,diecéza
n,biskupstvo
n,dielec
n,dielňa
n,pracovňa
n,+dielo
n,panel
n,otvor
n,dierka
n,diéta
n,dieťa
n,mláďa
n,holobriadok
n,mladík
n,dievča
n,potomok
n,chovanec
n,dietetika
n,dievčatko
n,+dievča
n,dievčina
n,slečna
n,dievčenstvo
n,difúzia
n,odbočka
n,exkurz
n,diktátor
n,samovládca
n,diktatúra
n,absolutizmus
n,despotizmus
n,monokracia
n,tyrania
n,cézarizmus
n,stalinizmus
n,dilema
n,díler
n,Dilleniidae
n,Dimash
n,Damascus
n,dimenzia
n,rozmer
n,dinosaurus
n,dióda
n,dioxid
n,diplomacia
n,diplomat
n,diplom
n,Dipodomys
n,dirigent
n,DISA
n,disciplína
n,sebaovládanie
n,disciplinovanosť
n,discovery
n,predloženie
n,disident
n,odporca
n,oponent
n,disketa
n,diskontinuita
n,diskotéka
n,diskriminácia
n,znevýhodňovanie
n,diskriminovanie
n,diskutér
n,diskvalifikácia
n,diskvalifikovanie
n,disperzia
n,odchýlka
n,displej
n,monitor
n,obrazovka
n,dispozícia
n,sklon
n,dišputant
n,debatér
n,besedník
n,distribúcia
n,distribuovanie
n,šírenie
n,distribútor
n,distributér
n,D.C.
n,DC
n,kino
n,divák
n,pozorovateľ
n,diván
n,gauč
n,pohovka
n,váľanda
n,zver
n,dividenda
n,divina
n,divízia
n,divočina
n,divokosť
n,mustang
n,div
n,údiv
n,počudovanie
n,zázrak
n,dlaň
n,dlažba
n,dlh
n,dlžoba
n,záväzok
n,pohľadávka
n,dlhopis
n,dlhy
n,dlžník
n,zmenka
n,obligácia
n,dna
n,lámka
n,pakostnica
n,Dneper
n,dnešok
n,dno
n,spodok
n,poľudňajší
n,poludnie
n,prázdniny
n,vek
n,vtipkovanie
n,-mučenie
n,dobro
n,prospech
n,dobrodinec
n,mecenáš
n,dobrota
n,dobrodruh
n,podvodník
n,dobrodružnosť
n,dobrodružstvo
n,eskapáda
n,dobrosrdečnosť
n,dobrovoľník
n,dobrák
n,+dobytie
n,podrobenie
n,útlak
n,dobytok
n,docent
n,dochádzka
n,dôchodca
n,rentier
n,rentiér
n,penzista
n,dôchodok
n,výslužba
n,penzia
n,dochucovadlo
n,dodanie
n,doručenie
n,dodávka
n,prinášanie
n,zásielka
n,dodatok
n,príloha
n,dodávateľ
n,zásobovateľ
n,dohad
n,domnienka
n,dohady
n,hádanie
n,dohľad
n,dohoda
n,dohovor
n,zmluva
n,pakt
n,DoJ
n,dôkaz
n,dokazovanie
n,"skúška,"
n,dokonalosť
n,bezchybnosť
n,dokončenie
n,kompletizácia
n,skončenie
n,dotiahnutie
n,finalizácia
n,doktor
n,Dr.
n,doktorka
n,lekárka
n,lekár
n,doktrína
n,náuka
n,filozofia
n,heslo
n,princíp
n,dogma
n,mienenie
n,názor
n,podstata
n,dokument
n,+dokument
n,dolár
n,dôležitosť
n,závažnosť
n,význam
n,dolina
n,domáca
n,pomocnica
n,slúžka
n,domácnosť
n,rodina
n,doména
n,oblasť
n,územie
n,pole
n,obor
n,sféra
n,domienka
n,predpoklad
n,Dominičan
n,Dominičanka
n,Dominica
n,Dominika
n,domino
n,dóm
n,katedrála
n,hypotéza
n,teória
n,domobrana
n,domorodec
n,don
n,Don
n,dopad
n,doplnenie
n,doplňovanie
n,cDNA
n,doplnok
n,dopyt
n,záujem
n,dôraz
n,významnosť
n,doručovateľ
n,roznášač
n,dosadnutie
n,pristátie
n,dosah
n,obzor
n,pôsobnosť
n,dosiahnutie
n,uskutočnenie
n,výsledok
n,úspech
n,tanier
n,dospelosť
n,zrelosť
n,dospelý
n,dospievanie
n,adolescencia
n,dostatok
n,dostatočnosť
n,dostihy
n,dôstojník
n,dostupnosť
n,dotácia
n,nadácia
n,príspevok
n,subvencia
n,dotazník
n,dotyk
n,dotknutie
n,dotýkanie
n,spojenie
n,styk
n,dôvera
n,vedenie
n,pokyn
n,rada
n,návod
n,+tip
n,dôveryhodnosť
n,dôvod
n,motív
n,dovolenie
n,povolenie
n,dovolenka
n,dovozca
n,importér
n,+dovoz
n,import
n,opatrovník
n,kurátor
n,ochranca
n,kolégium
n,dozor
n,poručníctvo
n,sledovanie
n,pozorovanie
n,ihrisko
n,drahokam
n,drak
n,dráma
n,dramatik
n,dramaturgia
n,herectvo
n,divadlo
n,dravce
n,dravosť
n,krutosť
n,brutalita
n,dravec
n,+dražba
n,aukcia
n,dráždenie
n,roztrpčovanie
n,dražobník
n,dražiteľ
n,aukcionár
n,drenáž
n,odvodnenie
n,odvodňovanie
n,vysúšanie
n,dreň
n,medulla
n,dresing
n,zálievka
n,omáčka
n,drevina
n,drevo
n,drez
n,driblovanie
n,droga
n,drôt
n,drsnokožec
n,drsnosť
n,nerovnosť
n,ponurosť
n,nepriazeň
n,druh
n,zvyk
n,opak
n,rub
n,forma
n,kmeň
n,družba
n,družička
n,družnosť
n,spoločenskosť
n,družstvo
n,posádka
n,drvenie
n,stláčanie
n,držadlo
n,stopka
n,pätka
n,držanie
n,držba
n,uchovávanie
n,držiak
n,nosič
n,stojan
n,koncesionár
n,držiteľ
n,vlastník
n,DTIC
n,dub
n,Dublin
n,Dubunque
n,duch
n,duša
n,duchovný
n,klerik
n,kňaz
n,reverend
n,duel
n,zápolenie
n,duet
n,duo
n,dvojspev
n,dúhovka
n,duma
n,Dunaj
n,duplikát
n,druhopis
n,kópia
n,Duralumín
n,Durango
n,durbar
n,psyché
n,psycha
n,myseľ
n,vedomie
n,mánia
n,dutina
n,dužina
n,dvadsiatka
n,dvere
n,dvojča
n,dvojička
n,biceps
n,dvojhviezda
n,dvojica
n,dvojka
n,pár
n,párik
n,dvojitozubce
n,Lagomorpha
n,dvojitozubec
n,dvojkrídlovce
n,Diptera
n,dvojlôžko
n,dvojnásobok
n,dvojstoročnica
n,mezonet
n,dvor
n,dvorec
n,nádvorie
n,ohrada
n,dych
n,dýchanie
n,respirácia
n,dýka
n,bodák
n,dym
n,dymenie
n,dynamika
n,kinetika
n,dynamo
n,induktor
n,dynastia
n,dysfemizmus
n,dysfunkcia
n,disfunkcia
n,dyskrazia
n,džbán
n,pohár
n,džentlmen
n,džez
n,jazz
n,džokej
n,džungľa
n,prales
n,džunka
n,Ebro
n,Eden
n,raj
n,nirvána
n,nebo
n,Edentata
n,editor
n,šéfredaktor
n,E
n,e
n,éčko
n,efekt
n,dojem
n,efektivita
n,efemérnosť
n,ego
n,ja
n,Egypt
n,ekológia
n,ekonóm
n,ekonómia
n,-šetrenie
n,ekonomika
n,ektoparazit
n,epizón
n,Ekvádor
n,ekvivalent
n,Elaeis
n,Elasmobranchii
n,elektráreň
n,panvica
n,električka
n,vozík
n,drezina
n,trolej
n,zberač
n,trolejbus
n,jav
n,ventilátor
n,elektrina
n,elektrika
n,elektróda
n,elektrolyzér
n,elektromagnet
n,elektromotor
n,elektrón
n,elektronika
n,elektrónka
n,eliminácia
n,elipsa
n,ovál
n,elita
n,Elizabeth
n,emancipácia
n,oslobodenie
n,embargo
n,emblém
n,embryológia
n,emendácia
n,emigrácia
n,emigrant
n,emisia
n,emócia
n,emocionalita
n,emocionálnosť
n,empirizmus
n,senzualizmus
n,encyklopédia
n,endokranium
n,endolymfa
n,endosperm
n,energia
n,živosť
n,zápal
n,entáza
n,entita
n,entomofóbia
n,enviromentalista
n,eón
n,epidémia
n,epigrafika
n,epika
n,epikantus
n,episkopát
n,epitel
n,epizóda
n,sekvencia
n,epizóm
n,epocha
n,EPROM
n,Equus
n,éra
n,erb
n,ergotizmus
n,Erie
n,esej
n,eskadra
n,eskalácia
n,stupňovanie
n,vystupňovanie
n,eskapizmus
n,utekanie
n,eso
n,kadet
n,frajer
n,ester
n,estetika
n,Estónsko
n,etanol
n,etylalkohol
n,lieh
n,etapa
n,úsek
n,etika
n,etiketa
n,nálepka
n,Eubacteriales
n,eucharistia
n,eufória
n,Eufrat
n,Eumycota
n,Euphorbiaceae
n,Eurázia
n,euro
n,Európa
n,Európan
n,EÚ
n,eurytmia
n,eutanázia
n,evakuácia
n,vysťahovanie
n,evanjelium
n,Evansville
n,evidencia
n,evolúcia
n,excentrik
n,exhibicionizmus
n,exhumácia
n,exhumovanie
n,exkurzia
n,Exodus
n,exoftalmus
n,exón
n,expedícia
n,+experiment
n,experimentovanie
n,experiment
n,pokus
n,expert
n,znalec
n,odborník
n,exponenciála
n,expozícia
n,výstava
n,expres
n,exteriér
n,exterocepcia
n,extrém
n,krajnosť
n,ELF
n,extrémnosť
n,vrchol
n,Eyre
n,Ezechiel
n,fabrika
n,továreň
n,manufaktúra
n,facelifting
n,facka
n,Fagaceae
n,Fagales
n,fajčenie
n,fajčiar
n,fajčiareň
n,fajka
n,vyfajčenie
n,faktor
n,fakt
n,skutočnosť
n,faktúra
n,+fakulta
n,Falklandy
n,falšovanie
n,podvod
n,falzifikácia
n,fandango
n,fantasy
n,fantázia
n,fanúšik
n,nadšenenc
n,farandola
n,faraón
n,fara
n,vikariát
n,vikárstvo
n,farba
n,farbivo
n,náter
n,zafarbenie
n,lak
n,sfarbenie
n,farbenie
n,zafarbovanie
n,farební
n,farmakológia
n,farma
n,statok
n,gazdovstvo
n,farnosť
n,fasáda
n,fašista
n,fašizmus
n,fatalita
n,fatálnosť
n,osudovosť
n,úmrtnosť
n,faul
n,fauna
n,živočíšstvo
n,zvieratstvo
n,prehrešok
n,prehrešenie
n,favorit
n,obľúbenec
n,fáza
n,FBI
n,február
n,FTC
n,Fed
n,FRS
n,felácia
n,Felis
n,fenestra
n,okienko
n,fenol
n,benzenol
n,hydroxybenzén
n,ferit
n,fermión
n,festival
n,slávnosť
n,feudál
n,F
n,f
n,efko
n,fibrila
n,filament
n,figliarstvo
n,huncútstvo
n,figurína
n,model
n,soška
n,postavička
n,figúra
n,fikcia
n,mýtus
n,výmysel
n,legenda
n,Filipíny
n,filmár
n,film
n,filozof
n,finále
n,finalista
n,financie
n,finančníctvo
n,finančník
n,financovanie
n,Fínsko
n,Suomi
n,fintivosť
n,frajerina
n,parádivosť
n,dandizmus
n,+firkin
n,súdok
n,miera
n,firma
n,fižé
n,fjord
n,fľak
n,škvrna
n,Flámsko
n,fľaša
n,nádoba
n,flautista
n,fleece
n,flegmatizátor
n,odstrašenie
n,Flint
n,flirtovanie
n,koketovanie
n,flirt
n,koketéria
n,koketnosť
n,floém
n,lyko
n,Florida
n,FL
n,flotila
n,fluoridácia
n,fluoróza
n,fóbia
n,úzkosť
n,obava
n,fólia
n,folikul
n,fonológia
n,fontána
n,fontánka
n,fontanela
n,font
n,forint
n,formácia
n,nástup
n,formátovanie
n,tvar
n,odliatok
n,podoba
n,+formovanie
n,tvarovanie
n,formulácia
n,výraz
n,formulár
n,žiadosť
n,žiadanka
n,Forth
n,Fortunella
n,fórum
n,fotel
n,kreslo
n,fotoaparát
n,fotoemisia
n,+fotografia
n,fotka
n,obrázok
n,fotografia
n,fotografovanie
n,fotokonduktivita
n,fotovodivosť
n,fovea
n,Fox
n,fragment
n,útržok
n,Francúzsko
n,francúzština
n,frank
n,fráza
n,vyjadrenie
n,frfľoš
n,hundroš
n,frivolnosť
n,ľahkovážnosť
n,ľahkomyseľnosť
n,Frízsko
n,front
n,frumenty
n,Fuego
n,fundamentalista
n,konzervatívec
n,Fungi
n,Huby
n,fungovanie
n,prevádzka
n,funkcia
n,funkčnosť
n,fušer
n,babrák
n,nešika
n,babroš
n,futbal
n,futbalista
n,+futbalista
n,jedenástka
n,fúz
n,fúzia
n,+fúzia
n,splynutie
n,zjednotenie
n,zlúčenie
n,fykológia
n,algológia
n,fyzik
n,fyzika
n,galaxia
n,Galeras
n,Pasto
n,obrazáreň
n,Galícia
n,Galilea
n,Galloway
n,galón
n,gal
n,Galveston
n,gambler
n,+hráč
n,gaméta
n,gametocyt
n,Ganga
n,+gang
n,banda
n,Ganoidei
n,garáž
n,garda
n,voj
n,garderóba
n,Garland
n,Garonne
n,garota
n,Gary
n,gaučo
n,gauner
n,Gaza
n,gáza
n,sieťka
n,gazdiná
n,hospodárka
n,gazohol
n,genealógia
n,rodokmeň
n,generácia
n,pokolenie
n,rovesníci
n,generál
n,generalizácia
n,zovšeobecnenie
n,generátor
n,zdroj
n,Genesis
n,genetik
n,genitálie
n,prirodzenie
n,rozkrok
n,génius
n,mozog
n,"-""Einstein"""
n,genóm
n,Gentianales
n,geofyzika
n,geológia
n,Georgia
n,GA
n,Geraniales
n,germánčina
n,gesto
n,geto
n,G
n,g
n,géčko
n,Ghana
n,gibonovité
n,Gibraltár
n,gigahertz
n,gigant
n,Gila
n,gitara
n,gitarista
n,Glasgow
n,glaukonit
n,globalizácia
n,globulín
n,glóbus
n,+glomerula
n,klbko
n,klbôčko
n,glosátor
n,glukokortikoid
n,gobelín
n,tapiséria
n,gól
n,Golan
n,golf
n,green
n,golier
n,Gomora
n,gonáda
n,gonádotropín
n,graf
n,diagram
n,GUI
n,grafika
n,nákres
n,listina
n,gram
n,gramatika
n,Graminales
n,Gramineae
n,Graminaceae
n,Poaceae
n,Granada
n,granát
n,Santiago
n,grant
n,grapefruit
n,Grécko
n,Green
n,grémium
n,Grenada
n,Grenadčan
n,grizly
n,grófka
n,Grónsko
n,Groznyj
n,Gruzínsko
n,Guadalajara
n,Guadelupy
n,Guallatiri
n,guanín
n,Guantanamo
n,Guatemala
n,Guatemalčan
n,Guiana
n,guilloche
n,giloš
n,Guinea
n,guľa
n,gulden
n,florin
n,gulička
n,guľôčka
n,kvapka
n,guľka
n,projektil
n,guľomet
n,samopal
n,guvernér
n,Guyana
n,gymnastika
n,gymnázium
n,Gymnospermae
n,Gymnospermophyta
n,gyps
n,Habakuk
n,háb
n,rúcho
n,šat
n,-šaty
n,háčik
n,hák
n,háčkovanie
n,had
n,hadica
n,hady
n,Ophidia
n,hádzač
n,vrhač
n,hagiografia
n,Ketubim
n,spisy
n,Haifa
n,Haiťan
n,Haiťanka
n,Haiti
n,Halab
n,Aleppo
n,Alep
n,hala
n,čakáreň
n,sieň
n,Halicarnassus
n,halier
n,Halloween
n,halma
n,haluška
n,halušky
n,Hamamelidae
n,hana
n,hanba
n,potupa
n,nemilosť
n,vecheť
n,handra
n,utierka
n,hardball
n,+harfista
n,harfeník
n,+harfistka
n,harfeníčka
n,harmónia
n,súlad
n,súhlas
n,súhra
n,hárok
n,list
n,Harrisburg
n,Harvard
n,hasič
n,požiarnik
n,hašiš
n,marihuana
n,konope
n,hašterenie
n,nedorozumenie
n,škriepka
n,Havana
n,havária
n,škoda
n,havran
n,Hawaii
n,Hawai'i
n,Havaj
n,HI
n,Hays
n,karban
n,hazard
n,špekulácia
n,Hebridy
n,hektár
n,hektogram
n,hg
n,hektoliter
n,hl
n,hektometer
n,hm
n,heliosféra
n,helma
n,hemisféra
n,hemosiderin
n,heraldika
n,herec
n,herečka
n,Hermosillo
n,herňa
n,heroín
n,štof
n,herák
n,hertz
n,Hz
n,motto
n,Heteromyidae
n,heterotrof
n,hexagram
n,H
n,h
n,háčko
n,hierarchia
n,Hilo
n,Hispaniola
n,Hayti
n,histogram
n,histológia
n,dejepis
n,výpoveď
n,historik
n,hitparáda
n,hlad
n,hľadanie
n,vyhľadávanie
n,hlučnosť
n,+hľadisko
n,auditórium
n,hlas
n,hlásateľ
n,posol
n,predzvesť
n,predchodca
n,hláskovanie
n,pravopis
n,hlasovanie
n,voľby
n,part
n,vokalizácia
n,hlava
n,os
n,loď
n,hlavica
n,hlavička
n,kládie
n,entablatúra
n,tribúna
n,kapitán
n,hlbina
n,hlbiny
n,hĺbka
n,hlbokosť
n,hlbokomyseľnosť
n,profundita
n,hliadka
n,patrola
n,hlina
n,pôda
n,zemina
n,alobal
n,hliník
n,hlodavce
n,Rodentia
n,hlodavec
n,potkan
n,hlt
n,dúšok
n,prehltnutie
n,hluchý
n,hluchí
n,oslava
n,hýrenie
n,orgie
n,hluk
n,krik
n,hlupáctvo
n,nechápavosť
n,hlupák
n,chruňo
n,tupec
n,sprosták
n,truľo
n,idiot
n,hlupáčik
n,pojašenosť
n,nepríčetnosť
n,nerozum
n,nerozumnosť
n,sprostota
n,obmedzenosť
n,nezmysel
n,nezmysly
n,blbosť
n,kecy
n,hmat
n,+hmota
n,matéria
n,materiál
n,látka
n,hmotnosť
n,hmatateľnosť
n,hmyz
n,Insecta
n,hneď
n,hnev
n,zlosť
n,zúrivosť
n,hniezdo
n,hnus
n,ohavnosť
n,nenávisť
n,hnutie
n,hod
n,hodina
n,hodinárstvo
n,hodinka
n,hodinky
n,hodiny
n,hodnostár
n,kapitánstvo
n,hodnosť
n,hodnotenie
n,ohodnotenie
n,odhad
n,oceňovanie
n,evaluácia
n,hodváb
n,vrh
n,prebytok
n,hokejista
n,Holandsko
n,hold
n,holenie
n,holokaust
n,holub
n,holubovité
n,Columbidae
n,holuby
n,Columbiformes
n,hominidi
n,hominid
n,homosexuál
n,gay
n,Hondurasan
n,Honduras
n,horák
n,horal
n,horolezec
n,hora
n,vrch
n,horčica
n,Hordeum
n,horenie
n,pálenie
n,spaľovanie
n,horizont
n,horľavina
n,palivo
n,horlivosť
n,ochota
n,hormón
n,tyreokalcitonín
n,kalcitonín
n,lucerna
n,hornina
n,kameň
n,skala
n,horolezectvo
n,alpinizmus
n,horor
n,+pohorie
n,horúčava
n,páľava
n,dengue
n,horúčka
n,rozrušenie
n,hospic
n,hospitalizácia
n,dobytkárčenie
n,hospodárnosť
n,efektívnosť
n,produktivita
n,hospodárstvo
n,hostel
n,ubytovňa
n,večera
n,hostinec
n,krčma
n,pub
n,hostiteľ
n,hotel
n,Housatonic
n,Houston
n,kravy
n,voly
n,hovädzina
n,hovorca
n,hovorkyňa
n,hovor
n,hrabavce
n,hrabavé
n,golfista
n,hračka
n,brnkačka
n,akordeonista
n,harmonikár
n,hráč
n,účasník
n,hráčka
n,účastníčka
n,hradba
n,val
n,záštita
n,násyp
n,bašta
n,hradlo
n,perineum
n,hať
n,hrana
n,hranica
n,limit
n,kraj
n,okraj
n,schovávačka
n,škrupinky
n,pokraj
n,vatra
n,oheň
n,delimitácia
n,ohraničenie
n,vymedzenie
n,medza
n,hranie
n,hravosť
n,samopašnosť
n,zábava
n,hrdinka
n,hrdinstvo
n,chrabrosť
n,smelosť
n,statočnosť
n,hrdlička
n,hypotrachélion
n,hrdlo
n,hltan
n,hrtan
n,krk
n,hrdza
n,hrdzavenie
n,korózia
n,hrebeň
n,hrebienok
n,hriadeľ
n,hriech
n,hriešnik
n,+hriva
n,hrmot
n,hrnček
n,šálka
n,hrniec
n,hrob
n,hrom
n,kopa
n,množstvo
n,spústa
n,hŕba
n,halda
n,stoh
n,hromadenie
n,burácanie
n,hrot
n,ozub
n,špička
n,hrozba
n,vyhrážka
n,vyhrážanie
n,ohrozenie
n,hrozno
n,hŕstka
n,hrsť
n,konina
n,psina
n,sternum
n,hrudník
n,hruška
n,hryzač
n,huba
n,pleseň
n,hubica
n,dýza
n,hudba
n,skladba
n,kapela
n,hudobníčka
n,muzikantka
n,hudobník
n,muzikant
n,Hudson
n,húf
n,hulvát
n,ničomník
n,darebák
n,pes
n,humanita
n,ľudskosť
n,humanizácia
n,poľudštenie
n,zľudštenie
n,humánnosť
n,ľudomilnosť
n,humornosť
n,vtipnosť
n,komickosť
n,humor
n,hurikán
n,hus
n,húska
n,husle
n,husotvaré
n,zúbkozobce
n,húština
n,hustota
n,konzistencia
n,tuhosť
n,hutník
n,metalurg
n,+hviedička
n,asterisk
n,hviezda
n,hviezdička
n,zoskupenie
n,výkvet
n,hydina
n,hydrid
n,hydrosféra
n,hygiena
n,hygienik
n,Hylobates
n,hymna
n,hyperlinka
n,hyperlink
n,hypermarket
n,hypersenzitivita
n,hypertyreóza
n,tyreotoxikóza
n,hypnogenéza
n,hypnóza
n,hypnotizmus
n,mesmerizmus
n,sugescia
n,hypochonder
n,hypotalamus
n,hypotéka
n,hypotyreóza
n,Ibéria
n,Idaho
n,ID
n,ideál
n,idea
n,myšlienka
n,nápad
n,identickosť
n,totožnosť
n,identifikácia
n,identita
n,individualita
n,ideológia
n,imbecil
n,kretén
n,retard
n,idiotstvo
n,idiocia
n,idol
n,ihla
n,ihličnan
n,kurt
n,I
n,i
n,íčko
n,IJssel
n,ikona
n,íl
n,ilium
n,Illinois
n,IL
n,ilustrácia
n,ilúzia
n,prelud
n,trik
n,imbecilita
n,imidž
n,imitátor
n,ríša
n,implementácia
n,imigrant
n,impulz
n,imunita
n,odolnosť
n,imunizácia
n,imunizovanie
n,imúnnosť
n,imunogén
n,incident
n,index
n,ukazovateľ
n,koeficient
n,súčiniteľ
n,register
n,zoznam
n,BMI
n,India
n,Bharat
n,Indiana
n,IN
n,Indianapolis
n,indícia
n,Indigirka
n,indigo
n,indikácia
n,náznak
n,indikátor
n,individualista
n,individualizmus
n,individuálnosť
n,Indočína
n,Indocin
n,indoeurópsky
n,Indonézan
n,Indonézanka
n,Indonézia
n,Indus
n,infarkt
n,infekcia
n,septikémia
n,inflácia
n,+informácia
n,poznatok
n,údaj
n,informácia
n,správa
n,IC
n,informatika
n,IP
n,informátor
n,krysa
n,informovanie
n,oznamovanie
n,udávanie
n,infraštruktúra
n,inhibítor
n,iniciatíva
n,injekcia
n,očkovanie
n,injektáž
n,inklinácia
n,tendencia
n,inkompatibilita
n,inkriminácia
n,obvinenie
n,výčitka
n,inkubátor
n,liaheň
n,Insectivora
n,insolvencia
n,insolventnosť
n,inšpekcia
n,revízia
n,inšpektor
n,inšpektorát
n,inšpektori
n,inšpektorstvo
n,inšpirácia
n,inštalácia
n,inštalovanie
n,inštinkt
n,inštitúcia
n,inštrukcia
n,+pokyn
n,príkaz
n,intarzia
n,integrácia
n,integrovanie
n,intelektuál
n,vzdelanec
n,inteligencia
n,rozum
n,intenzita
n,intenzívnosť
n,interiér
n,vnútro
n,internát
n,internet
n,net
n,interpret
n,interpretácia
n,preklad
n,vysvetlenie
n,výklad
n,interpunkcia
n,interrupcia
n,interval
n,rozpätie
n,intervencia
n,interview
n,rozhovor
n,intoš
n,intrón
n,invalidita
n,nespôsobilosť
n,handicap
n,nevýhoda
n,invázia
n,vstup
n,investícia
n,investor
n,investovanie
n,inzercia
n,inzerovanie
n,inžinier
n,inžinierstvo
n,technika
n,ionosféra
n,Iowa
n,IA
n,Ír
n,Irak
n,Irán
n,Perzia
n,Irrawaddy
n,Írsko
n,Eire
n,Irtyš
n,Isere
n,iskrište
n,islam
n,Island
n,Istambul
n,záruka
n,?italčina
n,Ithaca
n,Izaiáš
n,Izmir
n,Smyrna
n,izolácia
n,izolovanie
n,izolovanosť
n,izolant
n,izraelčan
n,izraelčanka
n,Izrael
n,jablko
n,jabloň
n,jačanie
n,škripot
n,jačmeň
n,vyrážka
n,jadro
n,nukleonika
n,základ
n,esencia
n,jahňa
n,jahoda
n,jak
n,Jamajčan
n,Jamajka
n,James
n,jamka
n,vallecula
n,Ján
n,január
n,Japonsko
n,jar
n,jarmok
n,jas
n,jasnosť
n,svetlosť
n,jaskyňa
n,jasno
n,žiarivosť
n,jaštery
n,Sauria
n,Lacertilia
n,jastrabovité
n,javisko
n,kulisy
n,improvizácia
n,úkaz
n,fenomén
n,jazda
n,krasojazda
n,jazdectvo
n,jazdec
n,kôň
n,kavaléria
n,jazero
n,Champlain
n,Ilmen
n,rybník
n,močiar
n,jazva
n,+jazyk
n,jazyk
n,reč
n,nárečie
n,jedáleň
